Ende Ablesezeitraum;Messintervall;Abrechnungsmaßeinheit;Verbrauch
2019-01-06T07:00+01:00;QH;KWH;0,05314
2019-01-06T07:15+01:00;QH;KWH;0,02006
2019-01-06T07:30+01:00;QH;KWH;0,04679
2019-01-06T07:45+01:00;QH;KWH;0,05229
2019-01-06T08:00+01:00;QH;KWH;0,04969
2019-01-06T08:15+01:00;QH;KWH;0,02908
2019-01-06T08:30+01:00;QH;KWH;0,02005
2019-01-06T08:45+01:00;QH;KWH;0,02338
2019-01-06T09:00+01:00;QH;KWH;0,06921
2019-01-06T09:15+01:00;QH;KWH;0,04608
2019-01-06T09:30+01:00;QH;KWH;0,02999
2019-01-06T09:45+01:00;QH;KWH;0,02045
2019-01-06T10:00+01:00;QH;KWH;0,07167
2019-01-06T10:15+01:00;QH;KWH;0,03239
2019-01-06T10:30+01:00;QH;KWH;0,08010
2019-01-06T10:45+01:00;QH;KWH;0,05070
2019-01-06T11:00+01:00;QH;KWH;0,12654
2019-01-06T11:15+01:00;QH;KWH;0,04542
2019-01-06T11:30+01:00;QH;KWH;0,03660
2019-01-06T11:45+01:00;QH;KWH;0,07961
2019-01-06T12:00+01:00;QH;KWH;0,01368
2019-01-06T12:15+01:00;QH;KWH;0,09207
2019-01-06T12:30+01:00;QH;KWH;0,02573
2019-01-06T12:45+01:00;QH;KWH;0,09167
2019-01-06T13:00+01:00;QH;KWH;0,12019
2019-01-06T13:15+01:00;QH;KWH;0,01723
2019-01-06T13:30+01:00;QH;KWH;0,09752
2019-01-06T13:45+01:00;QH;KWH;0,01357
2019-01-06T14:00+01:00;QH;KWH;0,07300
2019-01-06T14:15+01:00;QH;KWH;0,04567
2019-01-06T14:30+01:00;QH;KWH;0,02900
2019-01-06T14:45+01:00;QH;KWH;0,05255
2019-01-06T15:00+01:00;QH;KWH;0,06992
2019-01-06T15:15+01:00;QH;KWH;0,06129
2019-01-06T15:30+01:00;QH;KWH;0,01520
2019-01-06T15:45+01:00;QH;KWH;0,06571
2019-01-06T16:00+01:00;QH;KWH;0,02528
2019-01-06T16:15+01:00;QH;KWH;0,07185
2019-01-06T16:30+01:00;QH;KWH;0,02312
2019-01-06T16:45+01:00;QH;KWH;0,03433
2019-01-06T17:00+01:00;QH;KWH;0,03201
2019-01-06T17:15+01:00;QH;KWH;0,03546
2019-01-06T17:30+01:00;QH;KWH;0,03812
2019-01-06T17:45+01:00;QH;KWH;0,04832
2019-01-06T18:00+01:00;QH;KWH;0,05016
2019-01-06T18:15+01:00;QH;KWH;0,04369
2019-01-06T18:30+01:00;QH;KWH;0,06136
2019-01-06T18:45+01:00;QH;KWH;0,10049
2019-01-06T19:00+01:00;QH;KWH;0,04363
2019-01-06T19:15+01:00;QH;KWH;0,04188
2019-01-06T19:30+01:00;QH;KWH;0,10269
2019-01-06T19:45+01:00;QH;KWH;0,10203
2019-01-06T20:00+01:00;QH;KWH;0,06255
2019-01-06T20:15+01:00;QH;KWH;0,06400
2019-01-06T20:30+01:00;QH;KWH;0,05863
2019-01-06T20:45+01:00;QH;KWH;0,04090
2019-01-06T21:00+01:00;QH;KWH;0,04305
2019-01-06T21:15+01:00;QH;KWH;0,06424
2019-01-06T21:30+01:00;QH;KWH;0,03264
2019-01-06T21:45+01:00;QH;KWH;0,05783
2019-01-06T22:00+01:00;QH;KWH;0,05196
2019-01-06T22:15+01:00;QH;KWH;0,06705
2019-01-06T22:30+01:00;QH;KWH;0,03781
2019-01-06T22:45+01:00;QH;KWH;0,05409
2019-01-06T23:00+01:00;QH;KWH;0,06393
2019-01-06T23:15+01:00;QH;KWH;0,06682
2019-01-06T23:30+01:00;QH;KWH;0,04053
2019-01-06T23:45+01:00;QH;KWH;0,01185
2019-01-07T00:00+01:00;QH;KWH;0,03450
2019-01-07T00:15+01:00;QH;KWH;0,03072
2019-01-07T00:30+01:00;QH;KWH;0,02247
2019-01-07T00:45+01:00;QH;KWH;0,02662
2019-01-07T01:00+01:00;QH;KWH;0,02349
2019-01-07T01:15+01:00;QH;KWH;0,01227
2019-01-07T01:30+01:00;QH;KWH;0,00705
2019-01-07T01:45+01:00;QH;KWH;0,02323
2019-01-07T02:00+01:00;QH;KWH;0,01710
2019-01-07T02:15+01:00;QH;KWH;0,01271
2019-01-07T02:30+01:00;QH;KWH;0,01312
2019-01-07T02:45+01:00;QH;KWH;0,02020
2019-01-07T03:00+01:00;QH;KWH;0,02006
2019-01-07T03:15+01:00;QH;KWH;0,00788
2019-01-07T03:30+01:00;QH;KWH;0,03338
2019-01-07T03:45+01:00;QH;KWH;0,01449
2019-01-07T04:00+01:00;QH;KWH;0,01671
2019-01-07T04:15+01:00;QH;KWH;0,02050
2019-01-07T04:30+01:00;QH;KWH;0,02482
2019-01-07T04:45+01:00;QH;KWH;0,02412
2019-01-07T05:00+01:00;QH;KWH;0,01051
2019-01-07T05:15+01:00;QH;KWH;0,01487
2019-01-07T05:30+01:00;QH;KWH;0,00349
2019-01-07T05:45+01:00;QH;KWH;0,02151
2019-01-07T06:00+01:00;QH;KWH;0,01451
2019-01-07T06:15+01:00;QH;KWH;0,02406
2019-01-07T06:30+01:00;QH;KWH;0,05142
2019-01-07T06:45+01:00;QH;KWH;0,01420
2019-01-07T07:00+01:00;QH;KWH;0,01405
2019-01-07T07:15+01:00;QH;KWH;0,01050
2019-01-07T07:30+01:00;QH;KWH;0,03254
2019-01-07T07:45+01:00;QH;KWH;0,03129
2019-01-07T08:00+01:00;QH;KWH;0,05235
2019-01-07T08:15+01:00;QH;KWH;0,02933
2019-01-07T08:30+01:00;QH;KWH;0,03621
2019-01-07T08:45+01:00;QH;KWH;0,02754
2019-01-07T09:00+01:00;QH;KWH;0,00558
2019-01-07T09:15+01:00;QH;KWH;0,02783
2019-01-07T09:30+01:00;QH;KWH;0,03559
2019-01-07T09:45+01:00;QH;KWH;0,00719
2019-01-07T10:00+01:00;QH;KWH;0,05309
2019-01-07T10:15+01:00;QH;KWH;0,08376
2019-01-07T10:30+01:00;QH;KWH;0,03046
2019-01-07T10:45+01:00;QH;KWH;0,06476
2019-01-07T11:00+01:00;QH;KWH;0,04606
2019-01-07T11:15+01:00;QH;KWH;0,02008
2019-01-07T11:30+01:00;QH;KWH;0,01065
2019-01-07T11:45+01:00;QH;KWH;0,03451
2019-01-07T12:00+01:00;QH;KWH;0,01090
2019-01-07T12:15+01:00;QH;KWH;0,05074
2019-01-07T12:30+01:00;QH;KWH;0,02894
2019-01-07T12:45+01:00;QH;KWH;0,03709
2019-01-07T13:00+01:00;QH;KWH;0,07352
2019-01-07T13:15+01:00;QH;KWH;0,05526
2019-01-07T13:30+01:00;QH;KWH;0,01094
2019-01-07T13:45+01:00;QH;KWH;0,06009
2019-01-07T14:00+01:00;QH;KWH;0,03940
2019-01-07T14:15+01:00;QH;KWH;0,02766
2019-01-07T14:30+01:00;QH;KWH;0,01266
2019-01-07T14:45+01:00;QH;KWH;0,00984
2019-01-07T15:00+01:00;QH;KWH;0,04521
2019-01-07T15:15+01:00;QH;KWH;0,03073
2019-01-07T15:30+01:00;QH;KWH;0,04635
2019-01-07T15:45+01:00;QH;KWH;0,01305
2019-01-07T16:00+01:00;QH;KWH;0,04114
2019-01-07T16:15+01:00;QH;KWH;0,05642
2019-01-07T16:30+01:00;QH;KWH;0,05091
2019-01-07T16:45+01:00;QH;KWH;0,00880
2019-01-07T17:00+01:00;QH;KWH;0,07244
2019-01-07T17:15+01:00;QH;KWH;0,03059
2019-01-07T17:30+01:00;QH;KWH;0,05199
2019-01-07T17:45+01:00;QH;KWH;0,05596
2019-01-07T18:00+01:00;QH;KWH;0,04802
2019-01-07T18:15+01:00;QH;KWH;0,02603
2019-01-07T18:30+01:00;QH;KWH;0,01599
2019-01-07T18:45+01:00;QH;KWH;0,03724
2019-01-07T19:00+01:00;QH;KWH;0,06065
2019-01-07T19:15+01:00;QH;KWH;0,07378
2019-01-07T19:30+01:00;QH;KWH;0,01159
2019-01-07T19:45+01:00;QH;KWH;0,09458
2019-01-07T20:00+01:00;QH;KWH;0,03802
2019-01-07T20:15+01:00;QH;KWH;0,02764
2019-01-07T20:30+01:00;QH;KWH;0,04008
2019-01-07T20:45+01:00;QH;KWH;0,02760
2019-01-07T21:00+01:00;QH;KWH;0,04968
2019-01-07T21:15+01:00;QH;KWH;0,02610
2019-01-07T21:30+01:00;QH;KWH;0,04310
2019-01-07T21:45+01:00;QH;KWH;0,02955
2019-01-07T22:00+01:00;QH;KWH;0,05917
2019-01-07T22:15+01:00;QH;KWH;0,03700
2019-01-07T22:30+01:00;QH;KWH;0,03520
2019-01-07T22:45+01:00;QH;KWH;0,03836
2019-01-07T23:00+01:00;QH;KWH;0,00578
2019-01-07T23:15+01:00;QH;KWH;0,03333
2019-01-07T23:30+01:00;QH;KWH;0,01379
2019-01-07T23:45+01:00;QH;KWH;0,03026
2019-01-08T00:00+01:00;QH;KWH;0,02807
2019-01-08T00:15+01:00;QH;KWH;0,01092
2019-01-08T00:30+01:00;QH;KWH;0,03090
2019-01-08T00:45+01:00;QH;KWH;0,02506
2019-01-08T01:00+01:00;QH;KWH;0,01706
2019-01-08T01:15+01:00;QH;KWH;0,01390
2019-01-08T01:30+01:00;QH;KWH;0,03352
2019-01-08T01:45+01:00;QH;KWH;0,02077
2019-01-08T02:00+01:00;QH;KWH;0,02339
2019-01-08T02:15+01:00;QH;KWH;0,02729
2019-01-08T02:30+01:00;QH;KWH;0,01663
2019-01-08T02:45+01:00;QH;KWH;0,00408
2019-01-08T03:00+01:00;QH;KWH;0,00960
2019-01-08T03:15+01:00;QH;KWH;0,01947
2019-01-08T03:30+01:00;QH;KWH;0,02072
2019-01-08T03:45+01:00;QH;KWH;0,01477
2019-01-08T04:00+01:00;QH;KWH;0,00603
2019-01-08T04:15+01:00;QH;KWH;0,01870
2019-01-08T04:30+01:00;QH;KWH;0,00680
2019-01-08T04:45+01:00;QH;KWH;0,00728
2019-01-08T05:00+01:00;QH;KWH;0,02580
2019-01-08T05:15+01:00;QH;KWH;0,01025
2019-01-08T05:30+01:00;QH;KWH;0,01707
2019-01-08T05:45+01:00;QH;KWH;0,01760
2019-01-08T06:00+01:00;QH;KWH;0,02788
2019-01-08T06:15+01:00;QH;KWH;0,02338
2019-01-08T06:30+01:00;QH;KWH;0,02669
2019-01-08T06:45+01:00;QH;KWH;0,00970
2019-01-08T07:00+01:00;QH;KWH;0,01697
2019-01-08T07:15+01:00;QH;KWH;0,02745
2019-01-08T07:30+01:00;QH;KWH;0,01785
2019-01-08T07:45+01:00;QH;KWH;0,02726
2019-01-08T08:00+01:00;QH;KWH;0,01768
2019-01-08T08:15+01:00;QH;KWH;0,04216
2019-01-08T08:30+01:00;QH;KWH;0,05036
2019-01-08T08:45+01:00;QH;KWH;0,03257
2019-01-08T09:00+01:00;QH;KWH;0,01931
2019-01-08T09:15+01:00;QH;KWH;0,04764
2019-01-08T09:30+01:00;QH;KWH;0,03943
2019-01-08T09:45+01:00;QH;KWH;0,04751
2019-01-08T10:00+01:00;QH;KWH;0,04683
2019-01-08T10:15+01:00;QH;KWH;0,01551
2019-01-08T10:30+01:00;QH;KWH;0,01671
2019-01-08T10:45+01:00;QH;KWH;0,05605
2019-01-08T11:00+01:00;QH;KWH;0,00356
2019-01-08T11:15+01:00;QH;KWH;0,02528
2019-01-08T11:30+01:00;QH;KWH;0,08004
2019-01-08T11:45+01:00;QH;KWH;0,04088
2019-01-08T12:00+01:00;QH;KWH;0,07524
2019-01-08T12:15+01:00;QH;KWH;0,03603
2019-01-08T12:30+01:00;QH;KWH;0,02488
2019-01-08T12:45+01:00;QH;KWH;0,05914
2019-01-08T13:00+01:00;QH;KWH;0,01944
2019-01-08T13:15+01:00;QH;KWH;0,05585
2019-01-08T13:30+01:00;QH;KWH;0,03734
2019-01-08T13:45+01:00;QH;KWH;0,03820
2019-01-08T14:00+01:00;QH;KWH;0,00331
2019-01-08T14:15+01:00;QH;KWH;0,02816
2019-01-08T14:30+01:00;QH;KWH;0,03481
2019-01-08T14:45+01:00;QH;KWH;0,02420
2019-01-08T15:00+01:00;QH;KWH;0,04021
2019-01-08T15:15+01:00;QH;KWH;0,02410
2019-01-08T15:30+01:00;QH;KWH;0,00501
2019-01-08T15:45+01:00;QH;KWH;0,01802
2019-01-08T16:00+01:00;QH;KWH;0,04752
2019-01-08T16:15+01:00;QH;KWH;0,00473
2019-01-08T16:30+01:00;QH;KWH;0,01217
2019-01-08T16:45+01:00;QH;KWH;0,05012
2019-01-08T17:00+01:00;QH;KWH;0,04404
2019-01-08T17:15+01:00;QH;KWH;0,03364
2019-01-08T17:30+01:00;QH;KWH;0,03546
2019-01-08T17:45+01:00;QH;KWH;0,05462
2019-01-08T18:00+01:00;QH;KWH;0,06072
2019-01-08T18:15+01:00;QH;KWH;0,02435
2019-01-08T18:30+01:00;QH;KWH;0,05147
2019-01-08T18:45+01:00;QH;KWH;0,05711
2019-01-08T19:00+01:00;QH;KWH;0,03746
2019-01-08T19:15+01:00;QH;KWH;0,04252
2019-01-08T19:30+01:00;QH;KWH;0,07867
2019-01-08T19:45+01:00;QH;KWH;0,08279
2019-01-08T20:00+01:00;QH;KWH;0,02433
2019-01-08T20:15+01:00;QH;KWH;0,02579
2019-01-08T20:30+01:00;QH;KWH;0,02320
2019-01-08T20:45+01:00;QH;KWH;0,01088
2019-01-08T21:00+01:00;QH;KWH;0,04223
2019-01-08T21:15+01:00;QH;KWH;0,04993
2019-01-08T21:30+01:00;QH;KWH;0,04847
2019-01-08T21:45+01:00;QH;KWH;0,05529
2019-01-08T22:00+01:00;QH;KWH;0,03412
2019-01-08T22:15+01:00;QH;KWH;0,03983
2019-01-08T22:30+01:00;QH;KWH;0,01384
2019-01-08T22:45+01:00;QH;KWH;0,03054
2019-01-08T23:00+01:00;QH;KWH;0,02718
2019-01-08T23:15+01:00;QH;KWH;0,02163
2019-01-08T23:30+01:00;QH;KWH;0,03367
2019-01-08T23:45+01:00;QH;KWH;0,01758
2019-01-09T00:00+01:00;QH;KWH;0,02866
2019-01-09T00:15+01:00;QH;KWH;0,01033
2019-01-09T00:30+01:00;QH;KWH;0,03550
2019-01-09T00:45+01:00;QH;KWH;0,02024
2019-01-09T01:00+01:00;QH;KWH;0,01530
2019-01-09T01:15+01:00;QH;KWH;0,00344
2019-01-09T01:30+01:00;QH;KWH;0,01506
2019-01-09T01:45+01:00;QH;KWH;0,01542
2019-01-09T02:00+01:00;QH;KWH;0,02814
2019-01-09T02:15+01:00;QH;KWH;0,01159
2019-01-09T02:30+01:00;QH;KWH;0,01331
2019-01-09T02:45+01:00;QH;KWH;0,01699
2019-01-09T03:00+01:00;QH;KWH;0,01152
2019-01-09T03:15+01:00;QH;KWH;0,02042
2019-01-09T03:30+01:00;QH;KWH;0,01430
2019-01-09T03:45+01:00;QH;KWH;0,02471
2019-01-09T04:00+01:00;QH;KWH;0,02916
2019-01-09T04:15+01:00;QH;KWH;0,00625
2019-01-09T04:30+01:00;QH;KWH;0,01224
2019-01-09T04:45+01:00;QH;KWH;0,00669
2019-01-09T05:00+01:00;QH;KWH;0,01484
2019-01-09T05:15+01:00;QH;KWH;0,01793
2019-01-09T05:30+01:00;QH;KWH;0,04238
2019-01-09T05:45+01:00;QH;KWH;0,02822
2019-01-09T06:00+01:00;QH;KWH;0,04736
2019-01-09T06:15+01:00;QH;KWH;0,02669
2019-01-09T06:30+01:00;QH;KWH;0,01936
2019-01-09T06:45+01:00;QH;KWH;0,01761
2019-01-09T07:00+01:00;QH;KWH;0,00998
2019-01-09T07:15+01:00;QH;KWH;0,02702
2019-01-09T07:30+01:00;QH;KWH;0,04460
2019-01-09T07:45+01:00;QH;KWH;0,01648
2019-01-09T08:00+01:00;QH;KWH;0,03983
2019-01-09T08:15+01:00;QH;KWH;0,04321
2019-01-09T08:30+01:00;QH;KWH;0,04615
2019-01-09T08:45+01:00;QH;KWH;0,04999
2019-01-09T09:00+01:00;QH;KWH;0,05419
2019-01-09T09:15+01:00;QH;KWH;0,02864
2019-01-09T09:30+01:00;QH;KWH;0,04344
2019-01-09T09:45+01:00;QH;KWH;0,02640
2019-01-09T10:00+01:00;QH;KWH;0,02345
2019-01-09T10:15+01:00;QH;KWH;0,05287
2019-01-09T10:30+01:00;QH;KWH;0,03567
2019-01-09T10:45+01:00;QH;KWH;0,03618
2019-01-09T11:00+01:00;QH;KWH;0,03106
2019-01-09T11:15+01:00;QH;KWH;0,02486
2019-01-09T11:30+01:00;QH;KWH;0,02947
2019-01-09T11:45+01:00;QH;KWH;0,03031
2019-01-09T12:00+01:00;QH;KWH;0,03389
2019-01-09T12:15+01:00;QH;KWH;0,01587
2019-01-09T12:30+01:00;QH;KWH;0,03968
2019-01-09T12:45+01:00;QH;KWH;0,08122
2019-01-09T13:00+01:00;QH;KWH;0,03139
2019-01-09T13:15+01:00;QH;KWH;0,00742
2019-01-09T13:30+01:00;QH;KWH;0,06203
2019-01-09T13:45+01:00;QH;KWH;0,01209
2019-01-09T14:00+01:00;QH;KWH;0,01152
2019-01-09T14:15+01:00;QH;KWH;0,03099
2019-01-09T14:30+01:00;QH;KWH;0,06263
2019-01-09T14:45+01:00;QH;KWH;0,04560
2019-01-09T15:00+01:00;QH;KWH;0,04589
2019-01-09T15:15+01:00;QH;KWH;0,03036
2019-01-09T15:30+01:00;QH;KWH;0,01119
2019-01-09T15:45+01:00;QH;KWH;0,00709
2019-01-09T16:00+01:00;QH;KWH;0,01472
2019-01-09T16:15+01:00;QH;KWH;0,03046
2019-01-09T16:30+01:00;QH;KWH;0,05486
2019-01-09T16:45+01:00;QH;KWH;0,05159
2019-01-09T17:00+01:00;QH;KWH;0,03980
2019-01-09T17:15+01:00;QH;KWH;0,04600
2019-01-09T17:30+01:00;QH;KWH;0,02512
2019-01-09T17:45+01:00;QH;KWH;0,06175
2019-01-09T18:00+01:00;QH;KWH;0,03058
2019-01-09T18:15+01:00;QH;KWH;0,06986
2019-01-09T18:30+01:00;QH;KWH;0,03257
2019-01-09T18:45+01:00;QH;KWH;0,07975
2019-01-09T19:00+01:00;QH;KWH;0,05877
2019-01-09T19:15+01:00;QH;KWH;0,06119
2019-01-09T19:30+01:00;QH;KWH;0,04652
2019-01-09T19:45+01:00;QH;KWH;0,02870
2019-01-09T20:00+01:00;QH;KWH;0,06927
2019-01-09T20:15+01:00;QH;KWH;0,01361
2019-01-09T20:30+01:00;QH;KWH;0,06654
2019-01-09T20:45+01:00;QH;KWH;0,05754
2019-01-09T21:00+01:00;QH;KWH;0,03933
2019-01-09T21:15+01:00;QH;KWH;0,06271
2019-01-09T21:30+01:00;QH;KWH;0,04526
2019-01-09T21:45+01:00;QH;KWH;0,03926
2019-01-09T22:00+01:00;QH;KWH;0,04117
2019-01-09T22:15+01:00;QH;KWH;0,01779
2019-01-09T22:30+01:00;QH;KWH;0,00849
2019-01-09T22:45+01:00;QH;KWH;0,03544
2019-01-09T23:00+01:00;QH;KWH;0,02351
2019-01-09T23:15+01:00;QH;KWH;0,04759
2019-01-09T23:30+01:00;QH;KWH;0,00855
2019-01-09T23:45+01:00;QH;KWH;0,00406
2019-01-10T00:00+01:00;QH;KWH;0,01822
2019-01-10T00:15+01:00;QH;KWH;0,01996
2019-01-10T00:30+01:00;QH;KWH;0,01834
2019-01-10T00:45+01:00;QH;KWH;0,01397
2019-01-10T01:00+01:00;QH;KWH;0,01867
2019-01-10T01:15+01:00;QH;KWH;0,02728
2019-01-10T01:30+01:00;QH;KWH;0,01954
2019-01-10T01:45+01:00;QH;KWH;0,01578
2019-01-10T02:00+01:00;QH;KWH;0,00670
2019-01-10T02:15+01:00;QH;KWH;0,02449
2019-01-10T02:30+01:00;QH;KWH;0,01268
2019-01-10T02:45+01:00;QH;KWH;0,00897
2019-01-10T03:00+01:00;QH;KWH;0,01027
2019-01-10T03:15+01:00;QH;KWH;0,02231
2019-01-10T03:30+01:00;QH;KWH;0,02353
2019-01-10T03:45+01:00;QH;KWH;0,01904
2019-01-10T04:00+01:00;QH;KWH;0,01940
2019-01-10T04:15+01:00;QH;KWH;0,00823
2019-01-10T04:30+01:00;QH;KWH;0,02041
2019-01-10T04:45+01:00;QH;KWH;0,00512
2019-01-10T05:00+01:00;QH;KWH;0,02463
2019-01-10T05:15+01:00;QH;KWH;0,03450
2019-01-10T05:30+01:00;QH;KWH;0,01434
2019-01-10T05:45+01:00;QH;KWH;0,01337
2019-01-10T06:00+01:00;QH;KWH;0,00471
2019-01-10T06:15+01:00;QH;KWH;0,02254
2019-01-10T06:30+01:00;QH;KWH;0,00603
2019-01-10T06:45+01:00;QH;KWH;0,03641
2019-01-10T07:00+01:00;QH;KWH;0,02438
2019-01-10T07:15+01:00;QH;KWH;0,03491
2019-01-10T07:30+01:00;QH;KWH;0,04840
2019-01-10T07:45+01:00;QH;KWH;0,03635
2019-01-10T08:00+01:00;QH;KWH;0,03448
2019-01-10T08:15+01:00;QH;KWH;0,00773
2019-01-10T08:30+01:00;QH;KWH;0,01214
2019-01-10T08:45+01:00;QH;KWH;0,03550
2019-01-10T09:00+01:00;QH;KWH;0,01075
2019-01-10T09:15+01:00;QH;KWH;0,01027
2019-01-10T09:30+01:00;QH;KWH;0,05362
2019-01-10T09:45+01:00;QH;KWH;0,01014
2019-01-10T10:00+01:00;QH;KWH;0,00854
2019-01-10T10:15+01:00;QH;KWH;0,04477
2019-01-10T10:30+01:00;QH;KWH;0,05206
2019-01-10T10:45+01:00;QH;KWH;0,03370
2019-01-10T11:00+01:00;QH;KWH;0,02424
2019-01-10T11:15+01:00;QH;KWH;0,05402
2019-01-10T11:30+01:00;QH;KWH;0,05280
2019-01-10T11:45+01:00;QH;KWH;0,00502
2019-01-10T12:00+01:00;QH;KWH;0,03647
2019-01-10T12:15+01:00;QH;KWH;0,01279
2019-01-10T12:30+01:00;QH;KWH;0,02274
2019-01-10T12:45+01:00;QH;KWH;0,03240
2019-01-10T13:00+01:00;QH;KWH;0,04797
2019-01-10T13:15+01:00;QH;KWH;0,03699
2019-01-10T13:30+01:00;QH;KWH;0,04566
2019-01-10T13:45+01:00;QH;KWH;0,02223
2019-01-10T14:00+01:00;QH;KWH;0,04092
2019-01-10T14:15+01:00;QH;KWH;0,01031
2019-01-10T14:30+01:00;QH;KWH;0,02707
2019-01-10T14:45+01:00;QH;KWH;0,03314
2019-01-10T15:00+01:00;QH;KWH;0,02979
2019-01-10T15:15+01:00;QH;KWH;0,03207
2019-01-10T15:30+01:00;QH;KWH;0,03798
2019-01-10T15:45+01:00;QH;KWH;0,04915
2019-01-10T16:00+01:00;QH;KWH;0,00805
2019-01-10T16:15+01:00;QH;KWH;0,05874
2019-01-10T16:30+01:00;QH;KWH;0,03907
2019-01-10T16:45+01:00;QH;KWH;0,02683
2019-01-10T17:00+01:00;QH;KWH;0,01943
2019-01-10T17:15+01:00;QH;KWH;0,03132
2019-01-10T17:30+01:00;QH;KWH;0,03857
2019-01-10T17:45+01:00;QH;KWH;0,09054
2019-01-10T18:00+01:00;QH;KWH;0,04818
2019-01-10T18:15+01:00;QH;KWH;0,04401
2019-01-10T18:30+01:00;QH;KWH;0,05897
2019-01-10T18:45+01:00;QH;KWH;0,01611
2019-01-10T19:00+01:00;QH;KWH;0,02896
2019-01-10T19:15+01:00;QH;KWH;0,03951
2019-01-10T19:30+01:00;QH;KWH;0,07689
2019-01-10T19:45+01:00;QH;KWH;0,04401
2019-01-10T20:00+01:00;QH;KWH;0,07183
2019-01-10T20:15+01:00;QH;KWH;0,04468
2019-01-10T20:30+01:00;QH;KWH;0,05929
2019-01-10T20:45+01:00;QH;KWH;0,02331
2019-01-10T21:00+01:00;QH;KWH;0,04306
2019-01-10T21:15+01:00;QH;KWH;0,05276
2019-01-10T21:30+01:00;QH;KWH;0,05584
2019-01-10T21:45+01:00;QH;KWH;0,03218
2019-01-10T22:00+01:00;QH;KWH;0,06998
2019-01-10T22:15+01:00;QH;KWH;0,03612
2019-01-10T22:30+01:00;QH;KWH;0,04594
2019-01-10T22:45+01:00;QH;KWH;0,03425
2019-01-10T23:00+01:00;QH;KWH;0,01768
2019-01-10T23:15+01:00;QH;KWH;0,02260
2019-01-10T23:30+01:00;QH;KWH;0,01159
2019-01-10T23:45+01:00;QH;KWH;0,02336
2019-01-11T00:00+01:00;QH;KWH;0,00785
2019-01-11T00:15+01:00;QH;KWH;0,00556
2019-01-11T00:30+01:00;QH;KWH;0,01505
2019-01-11T00:45+01:00;QH;KWH;0,02310
2019-01-11T01:00+01:00;QH;KWH;0,02283
2019-01-11T01:15+01:00;QH;KWH;0,02489
2019-01-11T01:30+01:00;QH;KWH;0,00950
2019-01-11T01:45+01:00;QH;KWH;0,01442
2019-01-11T02:00+01:00;QH;KWH;0,01660
2019-01-11T02:15+01:00;QH;KWH;0,03073
2019-01-11T02:30+01:00;QH;KWH;0,00550
2019-01-11T02:45+01:00;QH;KWH;0,02688
2019-01-11T03:00+01:00;QH;KWH;0,00901
2019-01-11T03:15+01:00;QH;KWH;0,01851
2019-01-11T03:30+01:00;QH;KWH;0,01758
2019-01-11T03:45+01:00;QH;KWH;0,01915
2019-01-11T04:00+01:00;QH;KWH;0,01487
2019-01-11T04:15+01:00;QH;KWH;0,02370
2019-01-11T04:30+01:00;QH;KWH;0,02837
2019-01-11T04:45+01:00;QH;KWH;0,02209
2019-01-11T05:00+01:00;QH;KWH;0,01705
2019-01-11T05:15+01:00;QH;KWH;0,01431
2019-01-11T05:30+01:00;QH;KWH;0,04228
2019-01-11T05:45+01:00;QH;KWH;0,02290
2019-01-11T06:00+01:00;QH;KWH;0,03929
2019-01-11T06:15+01:00;QH;KWH;0,02640
2019-01-11T06:30+01:00;QH;KWH;0,05004
2019-01-11T06:45+01:00;QH;KWH;0,00790
2019-01-11T07:00+01:00;QH;KWH;0,04276
2019-01-11T07:15+01:00;QH;KWH;0,01684
2019-01-11T07:30+01:00;QH;KWH;0,01441
2019-01-11T07:45+01:00;QH;KWH;0,04990
2019-01-11T08:00+01:00;QH;KWH;0,00538
2019-01-11T08:15+01:00;QH;KWH;0,04387
2019-01-11T08:30+01:00;QH;KWH;0,02288
2019-01-11T08:45+01:00;QH;KWH;0,01797
2019-01-11T09:00+01:00;QH;KWH;0,04504
2019-01-11T09:15+01:00;QH;KWH;0,05692
2019-01-11T09:30+01:00;QH;KWH;0,03717
2019-01-11T09:45+01:00;QH;KWH;0,03566
2019-01-11T10:00+01:00;QH;KWH;0,04021
2019-01-11T10:15+01:00;QH;KWH;0,01865
2019-01-11T10:30+01:00;QH;KWH;0,01009
2019-01-11T10:45+01:00;QH;KWH;0,01549
2019-01-11T11:00+01:00;QH;KWH;0,04926
2019-01-11T11:15+01:00;QH;KWH;0,01678
2019-01-11T11:30+01:00;QH;KWH;0,01638
2019-01-11T11:45+01:00;QH;KWH;0,04697
2019-01-11T12:00+01:00;QH;KWH;0,03912
2019-01-11T12:15+01:00;QH;KWH;0,05670
2019-01-11T12:30+01:00;QH;KWH;0,06000
2019-01-11T12:45+01:00;QH;KWH;0,04907
2019-01-11T13:00+01:00;QH;KWH;0,02010
2019-01-11T13:15+01:00;QH;KWH;0,01197
2019-01-11T13:30+01:00;QH;KWH;0,02308
2019-01-11T13:45+01:00;QH;KWH;0,04012
2019-01-11T14:00+01:00;QH;KWH;0,01925
2019-01-11T14:15+01:00;QH;KWH;0,03195
2019-01-11T14:30+01:00;QH;KWH;0,01528
2019-01-11T14:45+01:00;QH;KWH;0,03258
2019-01-11T15:00+01:00;QH;KWH;0,01845
2019-01-11T15:15+01:00;QH;KWH;0,02993
2019-01-11T15:30+01:00;QH;KWH;0,03230
2019-01-11T15:45+01:00;QH;KWH;0,01681
2019-01-11T16:00+01:00;QH;KWH;0,03429
