Ende Ablesezeitraum;Messintervall;Abrechnungsmaßeinheit;Verbrauch
2019-03-18T00:30+01:00;QH;KWH;0,03099
2019-03-18T00:45+01:00;QH;KWH;0,00686
2019-03-18T01:00+01:00;QH;KWH;0,00272
2019-03-18T01:15+01:00;QH;KWH;0,01470
2019-03-18T01:30+01:00;QH;KWH;0,01168
2019-03-18T01:45+01:00;QH;KWH;0,01892
2019-03-18T02:00+01:00;QH;KWH;0,00785
2019-03-18T02:15+01:00;QH;KWH;0,01243
2019-03-18T02:30+01:00;QH;KWH;0,00758
2019-03-18T02:45+01:00;QH;KWH;0,01651
2019-03-18T03:00+01:00;QH;KWH;0,00881
2019-03-18T03:15+01:00;QH;KWH;0,01805
2019-03-18T03:30+01:00;QH;KWH;0,01878
2019-03-18T03:45+01:00;QH;KWH;0,01650
2019-03-18T04:00+01:00;QH;KWH;0,01368
2019-03-18T04:15+01:00;QH;KWH;0,00889
2019-03-18T04:30+01:00;QH;KWH;0,01130
2019-03-18T04:45+01:00;QH;KWH;0,00316
2019-03-18T05:00+01:00;QH;KWH;0,00915
2019-03-18T05:15+01:00;QH;KWH;0,02746
2019-03-18T05:30+01:00;QH;KWH;0,00649
2019-03-18T05:45+01:00;QH;KWH;0,03583
2019-03-18T06:00+01:00;QH;KWH;0,01212
2019-03-18T06:15+01:00;QH;KWH;0,02189
2019-03-18T06:30+01:00;QH;KWH;0,04025
2019-03-18T06:45+01:00;QH;KWH;0,00626
2019-03-18T07:00+01:00;QH;KWH;0,04991
2019-03-18T07:15+01:00;QH;KWH;0,01862
2019-03-18T07:30+01:00;QH;KWH;0,04639
2019-03-18T07:45+01:00;QH;KWH;0,02749
2019-03-18T08:00+01:00;QH;KWH;0,03010
2019-03-18T08:15+01:00;QH;KWH;0,03380
2019-03-18T08:30+01:00;QH;KWH;0,04247
2019-03-18T08:45+01:00;QH;KWH;0,02377
2019-03-18T09:00+01:00;QH;KWH;0,03622
2019-03-18T09:15+01:00;QH;KWH;0,01116
2019-03-18T09:30+01:00;QH;KWH;0,01852
2019-03-18T09:45+01:00;QH;KWH;0,03711
2019-03-18T10:00+01:00;QH;KWH;0,02083
2019-03-18T10:15+01:00;QH;KWH;0,02886
2019-03-18T10:30+01:00;QH;KWH;0,01832
2019-03-18T10:45+01:00;QH;KWH;0,00898
2019-03-18T11:00+01:00;QH;KWH;0,03454
2019-03-18T11:15+01:00;QH;KWH;0,01784
2019-03-18T11:30+01:00;QH;KWH;0,03087
2019-03-18T11:45+01:00;QH;KWH;0,03333
2019-03-18T12:00+01:00;QH;KWH;0,02972
2019-03-18T12:15+01:00;QH;KWH;0,01347
2019-03-18T12:30+01:00;QH;KWH;0,03826
2019-03-18T12:45+01:00;QH;KWH;0,00806
2019-03-18T13:00+01:00;QH;KWH;0,03729
2019-03-18T13:15+01:00;QH;KWH;0,03647
2019-03-18T13:30+01:00;QH;KWH;0,05507
2019-03-18T13:45+01:00;QH;KWH;0,04008
2019-03-18T14:00+01:00;QH;KWH;0,02652
2019-03-18T14:15+01:00;QH;KWH;0,03177
2019-03-18T14:30+01:00;QH;KWH;0,02905
2019-03-18T14:45+01:00;QH;KWH;0,01927
2019-03-18T15:00+01:00;QH;KWH;0,02218
2019-03-18T15:15+01:00;QH;KWH;0,02088
2019-03-18T15:30+01:00;QH;KWH;0,02329
2019-03-18T15:45+01:00;QH;KWH;0,03986
2019-03-18T16:00+01:00;QH;KWH;0,02454
2019-03-18T16:15+01:00;QH;KWH;0,01294
2019-03-18T16:30+01:00;QH;KWH;0,04464
2019-03-18T16:45+01:00;QH;KWH;0,02620
2019-03-18T17:00+01:00;QH;KWH;0,04580
2019-03-18T17:15+01:00;QH;KWH;0,01932
2019-03-18T17:30+01:00;QH;KWH;0,04158
2019-03-18T17:45+01:00;QH;KWH;0,04490
2019-03-18T18:00+01:00;QH;KWH;0,03650
2019-03-18T18:15+01:00;QH;KWH;0,02565
2019-03-18T18:30+01:00;QH;KWH;0,04370
2019-03-18T18:45+01:00;QH;KWH;0,02577
2019-03-18T19:00+01:00;QH;KWH;0,06265
2019-03-18T19:15+01:00;QH;KWH;0,06179
2019-03-18T19:30+01:00;QH;KWH;0,04992
2019-03-18T19:45+01:00;QH;KWH;0,04352
2019-03-18T20:00+01:00;QH;KWH;0,05789
2019-03-18T20:15+01:00;QH;KWH;0,05168
2019-03-18T20:30+01:00;QH;KWH;0,03930
2019-03-18T20:45+01:00;QH;KWH;0,03496
2019-03-18T21:00+01:00;QH;KWH;0,03008
2019-03-18T21:15+01:00;QH;KWH;0,04305
2019-03-18T21:30+01:00;QH;KWH;0,03057
2019-03-18T21:45+01:00;QH;KWH;0,03148
2019-03-18T22:00+01:00;QH;KWH;0,02503
2019-03-18T22:15+01:00;QH;KWH;0,06176
2019-03-18T22:30+01:00;QH;KWH;0,03101
2019-03-18T22:45+01:00;QH;KWH;0,01465
2019-03-18T23:00+01:00;QH;KWH;0,00789
2019-03-18T23:15+01:00;QH;KWH;0,01347
2019-03-18T23:30+01:00;QH;KWH;0,03131
2019-03-18T23:45+01:00;QH;KWH;0,00685
2019-03-19T00:00+01:00;QH;KWH;0,00765
2019-03-19T00:15+01:00;QH;KWH;0,00783
2019-03-19T00:30+01:00;QH;KWH;0,01202
2019-03-19T00:45+01:00;QH;KWH;0,01534
2019-03-19T01:00+01:00;QH;KWH;0,02159
2019-03-19T01:15+01:00;QH;KWH;0,00969
2019-03-19T01:30+01:00;QH;KWH;0,02226
2019-03-19T01:45+01:00;QH;KWH;0,02412
2019-03-19T02:00+01:00;QH;KWH;0,01722
2019-03-19T02:15+01:00;QH;KWH;0,00950
2019-03-19T02:30+01:00;QH;KWH;0,01663
2019-03-19T02:45+01:00;QH;KWH;0,02042
2019-03-19T03:00+01:00;QH;KWH;0,02327
2019-03-19T03:15+01:00;QH;KWH;0,01407
2019-03-19T03:30+01:00;QH;KWH;0,00687
2019-03-19T03:45+01:00;QH;KWH;0,01776
2019-03-19T04:00+01:00;QH;KWH;0,01157
2019-03-19T04:15+01:00;QH;KWH;0,02477
2019-03-19T04:30+01:00;QH;KWH;0,01356
2019-03-19T04:45+01:00;QH;KWH;0,01626
2019-03-19T05:00+01:00;QH;KWH;0,01737
2019-03-19T05:15+01:00;QH;KWH;0,00228
2019-03-19T05:30+01:00;QH;KWH;0,01356
2019-03-19T05:45+01:00;QH;KWH;0,03452
2019-03-19T06:00+01:00;QH;KWH;0,03431
2019-03-19T06:15+01:00;QH;KWH;0,03610
2019-03-19T06:30+01:00;QH;KWH;0,02471
2019-03-19T06:45+01:00;QH;KWH;0,01695
2019-03-19T07:00+01:00;QH;KWH;0,01236
2019-03-19T07:15+01:00;QH;KWH;0,03233
2019-03-19T07:30+01:00;QH;KWH;0,03375
2019-03-19T07:45+01:00;QH;KWH;0,01857
2019-03-19T08:00+01:00;QH;KWH;0,02910
2019-03-19T08:15+01:00;QH;KWH;0,00631
2019-03-19T08:30+01:00;QH;KWH;0,02936
2019-03-19T08:45+01:00;QH;KWH;0,03072
2019-03-19T09:00+01:00;QH;KWH;0,02497
2019-03-19T09:15+01:00;QH;KWH;0,05042
2019-03-19T09:30+01:00;QH;KWH;0,04190
2019-03-19T09:45+01:00;QH;KWH;0,00978
2019-03-19T10:00+01:00;QH;KWH;0,01429
2019-03-19T10:15+01:00;QH;KWH;0,04553
2019-03-19T10:30+01:00;QH;KWH;0,03135
2019-03-19T10:45+01:00;QH;KWH;0,07079
2019-03-19T11:00+01:00;QH;KWH;0,03921
2019-03-19T11:15+01:00;QH;KWH;0,00328
2019-03-19T11:30+01:00;QH;KWH;0,03522
2019-03-19T11:45+01:00;QH;KWH;0,03114
2019-03-19T12:00+01:00;QH;KWH;0,05683
2019-03-19T12:15+01:00;QH;KWH;0,04640
2019-03-19T12:30+01:00;QH;KWH;0,01209
2019-03-19T12:45+01:00;QH;KWH;0,03334
2019-03-19T13:00+01:00;QH;KWH;0,04980
2019-03-19T13:15+01:00;QH;KWH;0,00574
2019-03-19T13:30+01:00;QH;KWH;0,04154
2019-03-19T13:45+01:00;QH;KWH;0,03317
2019-03-19T14:00+01:00;QH;KWH;0,02527
2019-03-19T14:15+01:00;QH;KWH;0,01426
2019-03-19T14:30+01:00;QH;KWH;0,02428
2019-03-19T14:45+01:00;QH;KWH;0,03625
2019-03-19T15:00+01:00;QH;KWH;0,03911
2019-03-19T15:15+01:00;QH;KWH;0,00746
2019-03-19T15:30+01:00;QH;KWH;0,00750
2019-03-19T15:45+01:00;QH;KWH;0,03946
2019-03-19T16:00+01:00;QH;KWH;0,00289
2019-03-19T16:15+01:00;QH;KWH;0,02858
2019-03-19T16:30+01:00;QH;KWH;0,04464
2019-03-19T16:45+01:00;QH;KWH;0,00540
2019-03-19T17:00+01:00;QH;KWH;0,05927
2019-03-19T17:15+01:00;QH;KWH;0,01523
2019-03-19T17:30+01:00;QH;KWH;0,02862
2019-03-19T17:45+01:00;QH;KWH;0,00418
2019-03-19T18:00+01:00;QH;KWH;0,04165
2019-03-19T18:15+01:00;QH;KWH;0,03977
2019-03-19T18:30+01:00;QH;KWH;0,01225
2019-03-19T18:45+01:00;QH;KWH;0,01605
2019-03-19T19:00+01:00;QH;KWH;0,07039
2019-03-19T19:15+01:00;QH;KWH;0,04836
2019-03-19T19:30+01:00;QH;KWH;0,07460
2019-03-19T19:45+01:00;QH;KWH;0,03868
2019-03-19T20:00+01:00;QH;KWH;0,07000
2019-03-19T20:15+01:00;QH;KWH;0,01466
2019-03-19T20:30+01:00;QH;KWH;0,02017
2019-03-19T20:45+01:00;QH;KWH;0,04011
2019-03-19T21:00+01:00;QH;KWH;0,03249
2019-03-19T21:15+01:00;QH;KWH;0,01485
2019-03-19T21:30+01:00;QH;KWH;0,03092
2019-03-19T21:45+01:00;QH;KWH;0,03081
2019-03-19T22:00+01:00;QH;KWH;0,02054
2019-03-19T22:15+01:00;QH;KWH;0,01897
2019-03-19T22:30+01:00;QH;KWH;0,01250
2019-03-19T22:45+01:00;QH;KWH;0,00737
2019-03-19T23:00+01:00;QH;KWH;0,01978
2019-03-19T23:15+01:00;QH;KWH;0,01425
2019-03-19T23:30+01:00;QH;KWH;0,03550
2019-03-19T23:45+01:00;QH;KWH;0,02150
2019-03-20T00:00+01:00;QH;KWH;0,02277
2019-03-20T00:15+01:00;QH;KWH;0,01993
2019-03-20T00:30+01:00;QH;KWH;0,00572
2019-03-20T00:45+01:00;QH;KWH;0,01914
2019-03-20T01:00+01:00;QH;KWH;0,02179
2019-03-20T01:15+01:00;QH;KWH;0,01382
2019-03-20T01:30+01:00;QH;KWH;0,01209
2019-03-20T01:45+01:00;QH;KWH;0,01810
2019-03-20T02:00+01:00;QH;KWH;0,00470
2019-03-20T02:15+01:00;QH;KWH;0,02097
2019-03-20T02:30+01:00;QH;KWH;0,00638
2019-03-20T02:45+01:00;QH;KWH;0,01191
2019-03-20T03:00+01:00;QH;KWH;0,01113
2019-03-20T03:15+01:00;QH;KWH;0,00536
2019-03-20T03:30+01:00;QH;KWH;0,01787
2019-03-20T03:45+01:00;QH;KWH;0,00289
2019-03-20T04:00+01:00;QH;KWH;0,02051
2019-03-20T04:15+01:00;QH;KWH;0,01466
2019-03-20T04:30+01:00;QH;KWH;0,01722
2019-03-20T04:45+01:00;QH;KWH;0,01735
2019-03-20T05:00+01:00;QH;KWH;0,02472
2019-03-20T05:15+01:00;QH;KWH;0,01572
2019-03-20T05:30+01:00;QH;KWH;0,00772
2019-03-20T05:45+01:00;QH;KWH;0,01166
2019-03-20T06:00+01:00;QH;KWH;0,02564
2019-03-20T06:15+01:00;QH;KWH;0,03043
2019-03-20T06:30+01:00;QH;KWH;0,04254
2019-03-20T06:45+01:00;QH;KWH;0,02644
2019-03-20T07:00+01:00;QH;KWH;0,03105
2019-03-20T07:15+01:00;QH;KWH;0,05137
2019-03-20T07:30+01:00;QH;KWH;0,05622
2019-03-20T07:45+01:00;QH;KWH;0,02831
2019-03-20T08:00+01:00;QH;KWH;0,06161
2019-03-20T08:15+01:00;QH;KWH;0,03345
2019-03-20T08:30+01:00;QH;KWH;0,03451
2019-03-20T08:45+01:00;QH;KWH;0,00979
2019-03-20T09:00+01:00;QH;KWH;0,01161
2019-03-20T09:15+01:00;QH;KWH;0,03437
2019-03-20T09:30+01:00;QH;KWH;0,02553
2019-03-20T09:45+01:00;QH;KWH;0,01474
2019-03-20T10:00+01:00;QH;KWH;0,02895
2019-03-20T10:15+01:00;QH;KWH;0,03536
2019-03-20T10:30+01:00;QH;KWH;0,01875
2019-03-20T10:45+01:00;QH;KWH;0,02893
2019-03-20T11:00+01:00;QH;KWH;0,02150
2019-03-20T11:15+01:00;QH;KWH;0,08010
2019-03-20T11:30+01:00;QH;KWH;0,02041
2019-03-20T11:45+01:00;QH;KWH;0,02204
2019-03-20T12:00+01:00;QH;KWH;0,03690
2019-03-20T12:15+01:00;QH;KWH;0,03129
2019-03-20T12:30+01:00;QH;KWH;0,04972
2019-03-20T12:45+01:00;QH;KWH;0,01277
2019-03-20T13:00+01:00;QH;KWH;0,01194
2019-03-20T13:15+01:00;QH;KWH;0,06399
2019-03-20T13:30+01:00;QH;KWH;0,01982
2019-03-20T13:45+01:00;QH;KWH;0,01944
2019-03-20T14:00+01:00;QH;KWH;0,08075
2019-03-20T14:15+01:00;QH;KWH;0,01006
2019-03-20T14:30+01:00;QH;KWH;0,00464
2019-03-20T14:45+01:00;QH;KWH;0,01342
2019-03-20T15:00+01:00;QH;KWH;0,00908
2019-03-20T15:15+01:00;QH;KWH;0,01439
2019-03-20T15:30+01:00;QH;KWH;0,01412
2019-03-20T15:45+01:00;QH;KWH;0,01535
2019-03-20T16:00+01:00;QH;KWH;0,02197
2019-03-20T16:15+01:00;QH;KWH;0,03290
2019-03-20T16:30+01:00;QH;KWH;0,02055
2019-03-20T16:45+01:00;QH;KWH;0,03587
2019-03-20T17:00+01:00;QH;KWH;0,04782
2019-03-20T17:15+01:00;QH;KWH;0,03648
2019-03-20T17:30+01:00;QH;KWH;0,04681
2019-03-20T17:45+01:00;QH;KWH;0,02722
2019-03-20T18:00+01:00;QH;KWH;0,03990
2019-03-20T18:15+01:00;QH;KWH;0,05311
2019-03-20T18:30+01:00;QH;KWH;0,04868
2019-03-20T18:45+01:00;QH;KWH;0,04389
2019-03-20T19:00+01:00;QH;KWH;0,03057
2019-03-20T19:15+01:00;QH;KWH;0,02578
2019-03-20T19:30+01:00;QH;KWH;0,02374
2019-03-20T19:45+01:00;QH;KWH;0,00747
2019-03-20T20:00+01:00;QH;KWH;0,03820
2019-03-20T20:15+01:00;QH;KWH;0,03051
2019-03-20T20:30+01:00;QH;KWH;0,00931
2019-03-20T20:45+01:00;QH;KWH;0,02753
2019-03-20T21:00+01:00;QH;KWH;0,03178
2019-03-20T21:15+01:00;QH;KWH;0,01109
2019-03-20T21:30+01:00;QH;KWH;0,01401
2019-03-20T21:45+01:00;QH;KWH;0,03644
2019-03-20T22:00+01:00;QH;KWH;0,01034
2019-03-20T22:15+01:00;QH;KWH;0,00618
2019-03-20T22:30+01:00;QH;KWH;0,02934
2019-03-20T22:45+01:00;QH;KWH;0,04846
2019-03-20T23:00+01:00;QH;KWH;0,02035
2019-03-20T23:15+01:00;QH;KWH;0,04769
2019-03-20T23:30+01:00;QH;KWH;0,03000
2019-03-20T23:45+01:00;QH;KWH;0,00714
2019-03-21T00:00+01:00;QH;KWH;0,01336
2019-03-21T00:15+01:00;QH;KWH;0,01556
2019-03-21T00:30+01:00;QH;KWH;0,00377
2019-03-21T00:45+01:00;QH;KWH;0,00972
2019-03-21T01:00+01:00;QH;KWH;0,01289
2019-03-21T01:15+01:00;QH;KWH;0,01044
2019-03-21T01:30+01:00;QH;KWH;0,00695
2019-03-21T01:45+01:00;QH;KWH;0,00949
2019-03-21T02:00+01:00;QH;KWH;0,00413
2019-03-21T02:15+01:00;QH;KWH;0,01655
2019-03-21T02:30+01:00;QH;KWH;0,00691
2019-03-21T02:45+01:00;QH;KWH;0,01467
2019-03-21T03:00+01:00;QH;KWH;0,00871
2019-03-21T03:15+01:00;QH;KWH;0,01368
2019-03-21T03:30+01:00;QH;KWH;0,01525
2019-03-21T03:45+01:00;QH;KWH;0,01424
2019-03-21T04:00+01:00;QH;KWH;0,01115
2019-03-21T04:15+01:00;QH;KWH;0,01410
2019-03-21T04:30+01:00;QH;KWH;0,02515
2019-03-21T04:45+01:00;QH;KWH;0,00691
2019-03-21T05:00+01:00;QH;KWH;0,03174
2019-03-21T05:15+01:00;QH;KWH;0,02636
2019-03-21T05:30+01:00;QH;KWH;0,02856
2019-03-21T05:45+01:00;QH;KWH;0,02024
2019-03-21T06:00+01:00;QH;KWH;0,03188
2019-03-21T06:15+01:00;QH;KWH;0,01043
2019-03-21T06:30+01:00;QH;KWH;0,00866
2019-03-21T06:45+01:00;QH;KWH;0,02572
2019-03-21T07:00+01:00;QH;KWH;0,06421
2019-03-21T07:15+01:00;QH;KWH;0,01973
2019-03-21T07:30+01:00;QH;KWH;0,03521
2019-03-21T07:45+01:00;QH;KWH;0,04319
2019-03-21T08:00+01:00;QH;KWH;0,03945
2019-03-21T08:15+01:00;QH;KWH;0,02145
2019-03-21T08:30+01:00;QH;KWH;0,01592
2019-03-21T08:45+01:00;QH;KWH;0,03835
2019-03-21T09:00+01:00;QH;KWH;0,04198
2019-03-21T09:15+01:00;QH;KWH;0,03360
2019-03-21T09:30+01:00;QH;KWH;0,03241
2019-03-21T09:45+01:00;QH;KWH;0,04374
2019-03-21T10:00+01:00;QH;KWH;0,04271
2019-03-21T10:15+01:00;QH;KWH;0,02568
2019-03-21T10:30+01:00;QH;KWH;0,01993
2019-03-21T10:45+01:00;QH;KWH;0,02324
2019-03-21T11:00+01:00;QH;KWH;0,05995
2019-03-21T11:15+01:00;QH;KWH;0,03162
2019-03-21T11:30+01:00;QH;KWH;0,01413
2019-03-21T11:45+01:00;QH;KWH;0,01635
2019-03-21T12:00+01:00;QH;KWH;0,02426
2019-03-21T12:15+01:00;QH;KWH;0,02165
2019-03-21T12:30+01:00;QH;KWH;0,02584
2019-03-21T12:45+01:00;QH;KWH;0,00900
2019-03-21T13:00+01:00;QH;KWH;0,04897
2019-03-21T13:15+01:00;QH;KWH;0,03768
2019-03-21T13:30+01:00;QH;KWH;0,01518
2019-03-21T13:45+01:00;QH;KWH;0,01292
2019-03-21T14:00+01:00;QH;KWH;0,01783
2019-03-21T14:15+01:00;QH;KWH;0,02836
2019-03-21T14:30+01:00;QH;KWH;0,03139
2019-03-21T14:45+01:00;QH;KWH;0,04493
2019-03-21T15:00+01:00;QH;KWH;0,02507
2019-03-21T15:15+01:00;QH;KWH;0,04041
2019-03-21T15:30+01:00;QH;KWH;0,01871
2019-03-21T15:45+01:00;QH;KWH;0,00573
2019-03-21T16:00+01:00;QH;KWH;0,02934
2019-03-21T16:15+01:00;QH;KWH;0,04748
2019-03-21T16:30+01:00;QH;KWH;0,01831
2019-03-21T16:45+01:00;QH;KWH;0,04241
2019-03-21T17:00+01:00;QH;KWH;0,01842
2019-03-21T17:15+01:00;QH;KWH;0,03259
2019-03-21T17:30+01:00;QH;KWH;0,03916
2019-03-21T17:45+01:00;QH;KWH;0,02108
2019-03-21T18:00+01:00;QH;KWH;0,05914
2019-03-21T18:15+01:00;QH;KWH;0,03429
2019-03-21T18:30+01:00;QH;KWH;0,04393
2019-03-21T18:45+01:00;QH;KWH;0,04178
2019-03-21T19:00+01:00;QH;KWH;0,06074
2019-03-21T19:15+01:00;QH;KWH;0,02913
2019-03-21T19:30+01:00;QH;KWH;0,04789
2019-03-21T19:45+01:00;QH;KWH;0,03869
2019-03-21T20:00+01:00;QH;KWH;0,01790
2019-03-21T20:15+01:00;QH;KWH;0,02617
2019-03-21T20:30+01:00;QH;KWH;0,01327
2019-03-21T20:45+01:00;QH;KWH;0,01856
2019-03-21T21:00+01:00;QH;KWH;0,05901
2019-03-21T21:15+01:00;QH;KWH;0,02976
2019-03-21T21:30+01:00;QH;KWH;0,01706
2019-03-21T21:45+01:00;QH;KWH;0,02581
2019-03-21T22:00+01:00;QH;KWH;0,02280
2019-03-21T22:15+01:00;QH;KWH;0,02479
2019-03-21T22:30+01:00;QH;KWH;0,03208
2019-03-21T22:45+01:00;QH;KWH;0,02516
2019-03-21T23:00+01:00;QH;KWH;0,01911
2019-03-21T23:15+01:00;QH;KWH;0,02949
2019-03-21T23:30+01:00;QH;KWH;0,02356
2019-03-21T23:45+01:00;QH;KWH;0,02248
2019-03-22T00:00+01:00;QH;KWH;0,02424
2019-03-22T00:15+01:00;QH;KWH;0,01680
2019-03-22T00:30+01:00;QH;KWH;0,02803
2019-03-22T00:45+01:00;QH;KWH;0,01747
2019-03-22T01:00+01:00;QH;KWH;0,01736
2019-03-22T01:15+01:00;QH;KWH;0,00905
2019-03-22T01:30+01:00;QH;KWH;0,03033
2019-03-22T01:45+01:00;QH;KWH;0,01904
2019-03-22T02:00+01:00;QH;KWH;0,01695
2019-03-22T02:15+01:00;QH;KWH;0,01485
2019-03-22T02:30+01:00;QH;KWH;0,01130
2019-03-22T02:45+01:00;QH;KWH;0,01249
2019-03-22T03:00+01:00;QH;KWH;0,01021
2019-03-22T03:15+01:00;QH;KWH;0,02295
2019-03-22T03:30+01:00;QH;KWH;0,00265
2019-03-22T03:45+01:00;QH;KWH;0,01726
2019-03-22T04:00+01:00;QH;KWH;0,00700
2019-03-22T04:15+01:00;QH;KWH;0,01588
2019-03-22T04:30+01:00;QH;KWH;0,02132
2019-03-22T04:45+01:00;QH;KWH;0,01297
2019-03-22T05:00+01:00;QH;KWH;0,02013
2019-03-22T05:15+01:00;QH;KWH;0,02289
2019-03-22T05:30+01:00;QH;KWH;0,00373
2019-03-22T05:45+01:00;QH;KWH;0,00987
2019-03-22T06:00+01:00;QH;KWH;0,02495
2019-03-22T06:15+01:00;QH;KWH;0,05103
2019-03-22T06:30+01:00;QH;KWH;0,02845
2019-03-22T06:45+01:00;QH;KWH;0,02570
2019-03-22T07:00+01:00;QH;KWH;0,03276
2019-03-22T07:15+01:00;QH;KWH;0,01092
2019-03-22T07:30+01:00;QH;KWH;0,01907
2019-03-22T07:45+01:00;QH;KWH;0,03634
2019-03-22T08:00+01:00;QH;KWH;0,02130
2019-03-22T08:15+01:00;QH;KWH;0,01195
2019-03-22T08:30+01:00;QH;KWH;0,04423
2019-03-22T08:45+01:00;QH;KWH;0,01821
2019-03-22T09:00+01:00;QH;KWH;0,01944
2019-03-22T09:15+01:00;QH;KWH;0,02771
2019-03-22T09:30+01:00;QH;KWH;0,01902
2019-03-22T09:45+01:00;QH;KWH;0,06629
2019-03-22T10:00+01:00;QH;KWH;0,01273
2019-03-22T10:15+01:00;QH;KWH;0,06334
2019-03-22T10:30+01:00;QH;KWH;0,03340
2019-03-22T10:45+01:00;QH;KWH;0,01455
2019-03-22T11:00+01:00;QH;KWH;0,02191
2019-03-22T11:15+01:00;QH;KWH;0,03434
2019-03-22T11:30+01:00;QH;KWH;0,05723
2019-03-22T11:45+01:00;QH;KWH;0,04003
2019-03-22T12:00+01:00;QH;KWH;0,04866
2019-03-22T12:15+01:00;QH;KWH;0,02555
2019-03-22T12:30+01:00;QH;KWH;0,03211
2019-03-22T12:45+01:00;QH;KWH;0,02679
2019-03-22T13:00+01:00;QH;KWH;0,00362
2019-03-22T13:15+01:00;QH;KWH;0,02464
2019-03-22T13:30+01:00;QH;KWH;0,01685
2019-03-22T13:45+01:00;QH;KWH;0,00787
2019-03-22T14:00+01:00;QH;KWH;0,05409
2019-03-22T14:15+01:00;QH;KWH;0,02425
2019-03-22T14:30+01:00;QH;KWH;0,05246
2019-03-22T14:45+01:00;QH;KWH;0,01832
2019-03-22T15:00+01:00;QH;KWH;0,03174
2019-03-22T15:15+01:00;QH;KWH;0,04099
2019-03-22T15:30+01:00;QH;KWH;0,02230
2019-03-22T15:45+01:00;QH;KWH;0,06169
2019-03-22T16:00+01:00;QH;KWH;0,00854
2019-03-22T16:15+01:00;QH;KWH;0,01049
2019-03-22T16:30+01:00;QH;KWH;0,00365
2019-03-22T16:45+01:00;QH;KWH;0,03016
2019-03-22T17:00+01:00;QH;KWH;0,03914
2019-03-22T17:15+01:00;QH;KWH;0,03152
2019-03-22T17:30+01:00;QH;KWH;0,05930
2019-03-22T17:45+01:00;QH;KWH;0,01697
2019-03-22T18:00+01:00;QH;KWH;0,00601
2019-03-22T18:15+01:00;QH;KWH;0,04059
2019-03-22T18:30+01:00;QH;KWH;0,07613
2019-03-22T18:45+01:00;QH;KWH;0,05548
2019-03-22T19:00+01:00;QH;KWH;0,08224
2019-03-22T19:15+01:00;QH;KWH;0,02341
2019-03-22T19:30+01:00;QH;KWH;0,11039
2019-03-22T19:45+01:00;QH;KWH;0,05768
2019-03-22T20:00+01:00;QH;KWH;0,03411
2019-03-22T20:15+01:00;QH;KWH;0,07223
2019-03-22T20:30+01:00;QH;KWH;0,00902
2019-03-22T20:45+01:00;QH;KWH;0,04130
2019-03-22T21:00+01:00;QH;KWH;0,03880
2019-03-22T21:15+01:00;QH;KWH;0,03351
2019-03-22T21:30+01:00;QH;KWH;0,04182
2019-03-22T21:45+01:00;QH;KWH;0,02219
2019-03-22T22:00+01:00;QH;KWH;0,02439
2019-03-22T22:15+01:00;QH;KWH;0,02508
2019-03-22T22:30+01:00;QH;KWH;0,01286
2019-03-22T22:45+01:00;QH;KWH;0,01579
2019-03-22T23:00+01:00;QH;KWH;0,02821
2019-03-22T23:15+01:00;QH;KWH;0,02925
2019-03-22T23:30+01:00;QH;KWH;0,01559
2019-03-22T23:45+01:00;QH;KWH;0,02814
2019-03-23T00:00+01:00;QH;KWH;0,02813
2019-03-23T00:15+01:00;QH;KWH;0,03047
2019-03-23T00:30+01:00;QH;KWH;0,03537
2019-03-23T00:45+01:00;QH;KWH;0,02363
2019-03-23T01:00+01:00;QH;KWH;0,03890
2019-03-23T01:15+01:00;QH;KWH;0,01615
2019-03-23T01:30+01:00;QH;KWH;0,02069
2019-03-23T01:45+01:00;QH;KWH;0,02390
2019-03-23T02:00+01:00;QH;KWH;0,01228
2019-03-23T02:15+01:00;QH;KWH;0,02484
2019-03-23T02:30+01:00;QH;KWH;0,01927
2019-03-23T02:45+01:00;QH;KWH;0,03891
2019-03-23T03:00+01:00;QH;KWH;0,01052
2019-03-23T03:15+01:00;QH;KWH;0,01056
2019-03-23T03:30+01:00;QH;KWH;0,01583
2019-03-23T03:45+01:00;QH;KWH;0,00902
2019-03-23T04:00+01:00;QH;KWH;0,01909
2019-03-23T04:15+01:00;QH;KWH;0,04293
2019-03-23T04:30+01:00;QH;KWH;0,01884
2019-03-23T04:45+01:00;QH;KWH;0,05396
2019-03-23T05:00+01:00;QH;KWH;0,04091
2019-03-23T05:15+01:00;QH;KWH;0,03212
2019-03-23T05:30+01:00;QH;KWH;0,08689
2019-03-23T05:45+01:00;QH;KWH;0,05717
2019-03-23T06:00+01:00;QH;KWH;0,02610
2019-03-23T06:15+01:00;QH;KWH;0,01542
2019-03-23T06:30+01:00;QH;KWH;0,02054
2019-03-23T06:45+01:00;QH;KWH;0,03974
2019-03-23T07:00+01:00;QH;KWH;0,01899
2019-03-23T07:15+01:00;QH;KWH;0,02273
2019-03-23T07:30+01:00;QH;KWH;0,02866
2019-03-23T07:45+01:00;QH;KWH;0,00995
2019-03-23T08:00+01:00;QH;KWH;0,04535
2019-03-23T08:15+01:00;QH;KWH;0,01615
2019-03-23T08:30+01:00;QH;KWH;0,03000
2019-03-23T08:45+01:00;QH;KWH;0,01938
2019-03-23T09:00+01:00;QH;KWH;0,05022
2019-03-23T09:15+01:00;QH;KWH;0,04806
2019-03-23T09:30+01:00;QH;KWH;0,03718
